gm_gmw_pk,bro_id,delivery_accountable_party,quality_regime,object_registration_time,latest_addition_time,registration_completion_time,latest_correction_time,under_review_time,deregistration_time,number_of_monitoring_tubes,nitg_code,well_code,owner,well_construction_date,well_removal_date,construction_standard,initial_function,well_head_protector,local_vertical_reference_point,ground_level_position,imbro_xml_url,delivered_location,ranking,coordinates
41534,GMW000000050720,20168636,IMBRO/A,2021-09-14T14:31:49+02:00,2021-09-14T14:31:49+02:00,,,,,6,B48G0060,GMW48G000060,20168636,20/03/1967,,onbekend,stand,koker,NAP,1.05,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050720,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40365.000 385895.000</gml:pos>
</gml:Point>",0.8,(3.73796994 51.45047239)
41643,GMW000000050829,20168636,IMBRO/A,2021-09-14T14:33:08+02:00,,,,,,6,B48G0060,GMW48G000060,20168636,07/10/1992,,onbekend,stand,koker,NAP,1.04,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000050829,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>40365.000 385895.000</gml:pos>
</gml:Point>",1,(3.73796994 51.45047239)
46980,GMW000000056215,50200097,IMBRO/A,2021-10-16T18:39:34+02:00,,2021-10-16T18:39:34+02:00,,,,1,B48G0236,GMW48G000236,27376655,28/09/1965,16/04/1968,onbekend,stand,geen,NAP,1.52,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056215,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>46220.000 383180.000</gml:pos>
</gml:Point>",0.8,(3.82301106 51.4272355)
47030,GMW000000056265,50200097,IMBRO/A,2021-10-16T18:40:01+02:00,,,,,,1,B48G0236,GMW48G000236,27376655,16/04/1968,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056265,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>46220.000 383180.000</gml:pos>
</gml:Point>",0.8,(3.82301106 51.4272355)
47108,GMW000000056343,50200097,IMBRO/A,2021-10-16T18:40:46+02:00,2021-10-16T18:40:46+02:00,2021-10-16T18:40:46+02:00,,,,1,B48G0237,GMW48G000237,27376655,28/03/1951,22/04/1986,onbekend,stand,geen,NAP,1.19,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056343,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41270.000 384200.000</gml:pos>
</gml:Point>",0.8,(3.75153161 51.43542491)
47115,GMW000000056350,50200097,IMBRO/A,2021-10-16T18:40:50+02:00,,,,,,1,B48G0237,GMW48G000237,27376655,22/04/1986,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056350,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>41270.000 384200.000</gml:pos>
</gml:Point>",0.8,(3.75153161 51.43542491)
46882,GMW000000056117,50200097,IMBRO/A,2021-10-16T18:38:39+02:00,2021-10-16T18:38:39+02:00,2021-10-16T18:38:39+02:00,,,,1,B48H0322,GMW48H000322,27376655,21/12/1962,28/08/1969,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056117,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>51430.000 386460.000</gml:pos>
</gml:Point>",0.8,(3.89693966 51.45769026)
46891,GMW000000056126,50200097,IMBRO/A,2021-10-16T18:38:44+02:00,,2021-10-16T18:38:44+02:00,,,,1,B48H0322,GMW48H000322,27376655,14/04/1956,21/12/1962,onbekend,stand,geen,NAP,0.28,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000056126,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>51430.000 386460.000</gml:pos>
</gml:Point>",0.8,(3.89693966 51.45769026)
55979,GMW000000066498,50200097,IMBRO/A,2023-03-03T17:34:39+01:00,,2023-03-03T17:34:39+01:00,,,,1,B49A0259,GMW49A000259,27376655,15/02/1952,14/04/1961,onbekend,stand,geen,NAP,-0.18,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066498,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>68000.000 398090.000</gml:pos>
</gml:Point>",0.8,(4.132423856 51.565008421)
55980,GMW000000066499,50200097,IMBRO/A,2023-03-03T17:34:44+01:00,,,,,,1,B49A0259,GMW49A000259,27376655,14/04/1961,,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066499,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>68000.000 398090.000</gml:pos>
</gml:Point>",0.8,(4.132423856 51.565008421)
55981,GMW000000066500,50200097,IMBRO/A,2023-03-03T17:34:48+01:00,2023-03-03T17:34:48+01:00,2023-03-03T17:34:48+01:00,,,,1,B49A0261,GMW49A000261,27376655,07/02/1961,03/05/1967,onbekend,stand,geen,NAP,-0.37,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066500,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>67960.000 398050.000</gml:pos>
</gml:Point>",0.8,(4.131857023 51.564642751)
55982,GMW000000066501,50200097,IMBRO/A,2023-03-03T17:34:52+01:00,,,,,,1,B49A0261,GMW49A000261,27376655,03/05/1967,,onbekend,stand,geen,NAP,-0.35,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066501,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>67960.000 398050.000</gml:pos>
</gml:Point>",1,(4.131857023 51.564642751)
55983,GMW000000066502,50200097,IMBRO/A,2023-03-03T17:34:59+01:00,,2023-03-03T17:34:59+01:00,,,,1,B49A0262,GMW49A000262,27376655,07/02/1961,15/12/1965,onbekend,stand,geen,NAP,-1.32,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066502,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>69800.000 398320.000</gml:pos>
</gml:Point>",0.8,(4.158322937 51.567351188)
56089,GMW000000066608,50200097,IMBRO/A,2023-03-03T17:43:23+01:00,,2023-03-03T17:43:23+01:00,,,,1,B49A0262,GMW49A000262,27376655,15/12/1965,09/05/1968,onbekend,stand,geen,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066608,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>69800.000 398320.000</gml:pos>
</gml:Point>",0.8,(4.158322937 51.567351188)
55991,GMW000000066510,50200097,IMBRO/A,2023-03-03T17:35:46+01:00,,2023-03-03T17:35:46+01:00,,,,1,B49B0653,GMW49B000653,27376655,07/02/1961,05/05/1966,onbekend,stand,pot,NAP,0.03,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066510,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>71270.000 397980.000</gml:pos>
</gml:Point>",0.8,(4.17960204 51.56451654)
55992,GMW000000066511,50200097,IMBRO/A,2023-03-03T17:35:51+01:00,2023-03-03T17:35:51+01:00,2023-03-03T17:35:51+01:00,,,,1,B49B0653,GMW49B000653,27376655,05/05/1966,28/04/1969,onbekend,stand,pot,NAP,-0.42,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066511,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>71270.000 397980.000</gml:pos>
</gml:Point>",0.9,(4.17960204 51.56451654)
55993,GMW000000066512,50200097,IMBRO/A,2023-03-03T17:35:55+01:00,2023-03-03T17:35:55+01:00,,,,,1,B49B0653,GMW49B000653,27376655,28/04/1969,,onbekend,stand,pot,NAP,-0.37,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000066512,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>71270.000 397980.000</gml:pos>
</gml:Point>",1,(4.17960204 51.56451654)
58959,GMW000000069515,50200097,IMBRO/A,2023-03-06T19:39:16+01:00,,,,,,2,B49B0674,GMW49B000674,30263544,11/12/1990,,onbekend,stand,onbekend,NAP,-0.42,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000069515,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>75750.000 392610.000</gml:pos>
</gml:Point>",0.8,(4.245415186 51.516904837)
58963,GMW000000069519,50200097,IMBRO/A,2023-03-06T19:39:21+01:00,,,,,,1,B49B0674,GMW49B000674,30263544,31/10/1991,,onbekend,stand,onbekend,NAP,,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000069519,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>75750.000 392610.000</gml:pos>
</gml:Point>",0.6,(4.245415186 51.516904837)
31795,GMW000000040641,20169091,IMBRO/A,2020-12-07T16:37:22+01:00,,,,,,1,B49B2033,GMW49B002033,20169091,31/01/2011,,onbekend,onbekend,onbekend,NAP,5.85,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000040641,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>77506.300 394623.800</gml:pos>
</gml:Point>",1,(4.27026938 51.53524791)
71799,GMW000000083572,20169091,IMBRO/A,2024-08-14T12:56:43+02:00,2024-08-14T12:56:43+02:00,,,,,1,B49B2033,GMW49B002033,20169091,31/01/2011,,onbekend,onbekend,onbekend,NAP,5.85,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000083572,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>77506.300 394623.800</gml:pos>
</gml:Point>",1,(4.270269405 51.535247901)
31786,GMW000000040632,20169091,IMBRO/A,2020-12-07T16:37:15+01:00,,,,,,1,B49B2052,GMW49B002052,20169091,08/02/2011,,onbekend,onbekend,onbekend,NAP,7.38,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000040632,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>78183.700 390073.500</gml:pos>
</gml:Point>",1,(4.28102633 51.49444597)
72487,GMW000000084326,20169091,IMBRO/A,2024-09-13T09:32:49+02:00,2024-09-13T09:32:49+02:00,,,,,1,B49B2052,GMW49B002052,20169091,08/02/2011,,onbekend,onbekend,onbekend,NAP,7.38,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000084326,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>78183.700 390073.500</gml:pos>
</gml:Point>",1,(4.281026356 51.494445953)
31818,GMW000000040664,20169091,IMBRO/A,2020-12-07T16:37:40+01:00,,,,,,1,B49B2058,GMW49B002058,20169091,08/02/2011,,onbekend,onbekend,onbekend,NAP,13.25,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000040664,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>78592.700 389932.000</gml:pos>
</gml:Point>",1,(4.28694572 51.49322989)
71797,GMW000000083570,20169091,IMBRO/A,2024-08-14T12:56:15+02:00,2024-08-14T12:56:15+02:00,,,,,1,B49B2058,GMW49B002058,20169091,08/02/2011,,onbekend,onbekend,onbekend,NAP,13.25,https://publiek.broservices.nl/gm/gmw/v1/objects/GMW000000083570,"<gml:Point xmlns:gml=""http://www.opengis.net/gml/3.2"" srsName=""http://www.opengis.net/def/crs/EPSG/0/28992"" srsDimension=""2"">
  <gml:pos>78592.700 389932.000</gml:pos>
</gml:Point>",1,(4.286945736 51.493229877)
