time,value,status_quality_control,censor_reason,censor_limit
2025-06-14T13:29:28+0200,3.705,goedgekeurd,,
2025-06-14T14:29:28+0200,3.703,goedgekeurd,,
2025-06-14T15:29:27+0200,3.699,goedgekeurd,,
2025-06-14T16:29:28+0200,3.699,goedgekeurd,,
2025-06-14T17:29:28+0200,3.692,goedgekeurd,,
2025-06-14T18:29:28+0200,3.687,goedgekeurd,,
2025-06-14T19:29:28+0200,3.684,goedgekeurd,,
2025-06-14T20:29:28+0200,3.677,goedgekeurd,,
2025-06-14T21:29:28+0200,3.672,goedgekeurd,,
2025-06-14T22:29:28+0200,3.667,goedgekeurd,,
2025-06-14T23:29:28+0200,3.663,goedgekeurd,,
2025-06-15T00:29:29+0200,3.658,goedgekeurd,,
2025-06-15T01:29:30+0200,3.656,goedgekeurd,,
2025-06-15T02:29:30+0200,3.653,goedgekeurd,,
2025-06-15T03:29:30+0200,3.656,goedgekeurd,,
2025-06-15T04:29:30+0200,3.656,goedgekeurd,,
2025-06-15T05:29:30+0200,3.652,goedgekeurd,,
2025-06-15T06:29:30+0200,3.652,goedgekeurd,,
2025-06-15T07:29:30+0200,3.650,goedgekeurd,,
2025-06-15T08:29:30+0200,3.647,goedgekeurd,,
2025-06-15T09:29:30+0200,3.648,goedgekeurd,,
2025-06-15T10:29:31+0200,3.647,goedgekeurd,,
2025-06-15T11:29:31+0200,3.643,goedgekeurd,,
2025-06-15T12:29:31+0200,3.643,goedgekeurd,,
2025-06-15T13:29:32+0200,3.643,goedgekeurd,,
2025-06-15T14:29:31+0200,3.639,goedgekeurd,,
2025-06-15T15:29:31+0200,3.637,goedgekeurd,,
2025-06-15T16:29:32+0200,3.635,goedgekeurd,,
2025-06-15T17:29:32+0200,3.637,goedgekeurd,,
2025-06-15T18:29:32+0200,3.634,goedgekeurd,,
2025-06-15T19:29:33+0200,3.633,goedgekeurd,,
2025-06-15T20:29:32+0200,3.630,goedgekeurd,,
2025-06-15T21:29:33+0200,3.629,goedgekeurd,,
2025-06-15T22:29:33+0200,3.626,goedgekeurd,,
2025-06-15T23:29:33+0200,3.623,goedgekeurd,,
2025-06-16T00:29:33+0200,3.618,goedgekeurd,,
2025-06-16T01:29:33+0200,3.619,goedgekeurd,,
2025-06-16T02:29:34+0200,3.617,goedgekeurd,,
2025-06-16T03:29:34+0200,3.613,goedgekeurd,,
2025-06-16T04:29:34+0200,3.613,goedgekeurd,,
2025-06-16T05:29:34+0200,3.611,goedgekeurd,,
2025-06-16T06:29:34+0200,3.609,goedgekeurd,,
2025-06-16T07:29:34+0200,3.603,goedgekeurd,,
2025-06-16T08:29:35+0200,3.600,goedgekeurd,,
2025-06-16T09:29:35+0200,3.589,goedgekeurd,,
2025-06-16T10:29:35+0200,3.584,goedgekeurd,,
2025-06-16T11:29:35+0200,3.581,goedgekeurd,,
